donation_id,donor_id,campaign_id,donation_date,amount,method,status,first_name,last_name,email,gender,join_date,alumni_status,total_gifts,donor_tier,name,type,start_date,manager,end_date,goal_amount,donation_month,donation_year,percent_of_goal,donation_success_flag
DON00947,D0581,CAMP003,2021-06-28,3206.98,Cash,Completed,Vanessa,Morales,scott20@yahoo.com,Male,2024-02-07,False,2975.27,Silver,Target Magnetic Metrics,Emergency Relief,2020-08-09,Thomas Hill,2022-10-31,47449,2021-06,2021,6.758793652131763,1
DON00948,D0892,CAMP016,2025-02-20,3778.06,Check,Failed,Crystal,Wilkins,dhurst@gmail.com,Other,2023-12-10,True,3072.83,Silver,Architect Proactive E-Commerce,Athletics,2024-12-25,Rhonda Foster,2025-03-12,176530,2025-02,2025,2.1401801393530846,0
DON00949,D0749,CAMP005,2020-09-02,663.22,Cash,Refunded,Mark,Mccann,powelljames@hotmail.com,Female,2023-08-14,True,8909.65,Gold,Morph Turn-Key Channels,Emergency Relief,2021-02-23,Carol Snyder,2021-11-07,189582,2020-09,2020,0.34983279003280904,0
DON00950,D0097,CAMP008,2022-01-24,1194.15,Online,Refunded,Angela,Simmons,aprilwells@myers-walters.com,Male,2022-03-15,True,5787.78,Gold,Deliver Robust Vortals,Athletics,2021-03-18,Ms. Carly Smith,2021-08-30,215102,2022-01,2022,0.5551552286822067,0
DON00951,D0272,CAMP009,2023-09-08,2094.47,Cash,Failed,Joshua,Garcia,jonvasquez@robinson-andrews.com,Male,2023-05-02,False,7809.05,Gold,Whiteboard Holistic Users,Emergency Relief,2023-04-30,Jeremy Lee,2024-07-24,58464,2023-09,2023,3.582495210727969,0
DON00952,D0085,CAMP024,2025-03-18,4826.23,Online,Completed,Laura,Duarte,cbass@yahoo.com,Female,2025-03-29,True,7099.59,Gold,Morph Next-Generation Paradigms,Emergency Relief,2025-04-08,Megan Richardson,2025-04-13,93930,2025-03,2025,5.138113488768231,1
DON00953,D0053,CAMP001,2024-09-15,4794.05,Check,Completed,Teresa,Douglas,kberry@hotmail.com,Female,2024-04-15,True,2873.91,Silver,Integrate Synergistic Relationships,Athletics,2023-08-16,Daniel Wilson,2024-07-22,217610,2024-09,2024,2.2030467349846057,1
DON00954,D0681,CAMP023,2021-11-14,4888.49,Online,Refunded,Don,Aguilar,sara42@hotmail.com,Female,2022-03-01,True,9272.58,Gold,Aggregate Real-Time Markets,Alumni Giving,2021-09-10,Alyssa Stone,2023-12-27,41995,2021-11,2021,11.640647696154304,0
DON00955,D0932,CAMP022,2024-01-25,3374.1,Check,Failed,Allison,Alexander,victoria30@hotmail.com,Female,2022-01-17,True,3619.78,Silver,Implement End-To-End Convergence,Emergency Relief,2022-03-16,Christopher Cantu,2022-10-01,171494,2024-01,2024,1.9674740807258562,0
DON00956,D0584,CAMP014,2022-05-26,4187.4,Credit Card,Failed,Kenneth,Kelley,rebeccathompson@gmail.com,Male,2021-09-08,True,862.03,Bronze,Monetize Real-Time Convergence,Emergency Relief,2023-06-26,Angela Tate,2024-01-25,91535,2022-05,2022,4.574643578958868,0
DON00957,D0207,CAMP007,2022-02-28,3267.91,Credit Card,Failed,George,Barnett,xthornton@yahoo.com,Female,2021-12-18,False,7640.95,Gold,Generate Intuitive Schemas,Athletics,2024-01-17,Jessica Davis,2025-03-08,60022,2022-02,2022,5.444520342541068,0
DON00958,D0872,CAMP018,2021-07-12,2570.47,Credit Card,Completed,Cathy,Burnett,dcurry@hotmail.com,Other,2022-08-28,True,7561.38,Gold,Empower World-Class Communities,Alumni Giving,2025-01-23,Christopher Henderson,2025-01-28,27291,2021-07,2021,9.418746106775126,1
DON00959,D0872,CAMP005,2022-04-25,2741.83,Online,Completed,Cathy,Burnett,dcurry@hotmail.com,Other,2022-08-28,True,7561.38,Gold,Morph Turn-Key Channels,Emergency Relief,2021-02-23,Carol Snyder,2021-11-07,189582,2022-04,2022,1.446250171429777,1
DON00960,D0025,CAMP018,2021-05-08,3151.12,Online,Refunded,James,Mitchell,kramerkenneth@yahoo.com,Female,2025-01-08,False,3717.59,Silver,Empower World-Class Communities,Alumni Giving,2025-01-23,Christopher Henderson,2025-01-28,27291,2021-05,2021,11.546370598365762,0
DON00961,D0952,CAMP006,2021-04-21,143.26,Check,Completed,Ryan,Lloyd,owilliams@yahoo.com,Male,2023-06-24,False,3722.74,Silver,Utilize Vertical E-Tailers,Athletics,2024-01-01,John Mclaughlin,2025-01-13,43725,2021-04,2021,0.32763865065751857,1
DON00962,D0336,CAMP003,2022-01-28,3632.57,Credit Card,Completed,Denise,Rodriguez,frankjohnson@hotmail.com,Other,2023-03-29,True,4197.59,Silver,Target Magnetic Metrics,Emergency Relief,2020-08-09,Thomas Hill,2022-10-31,47449,2022-01,2022,7.655735631941664,1
DON00963,D0622,CAMP024,2021-12-27,3541.31,Check,Failed,Alexis,Rogers,ellisreginald@schultz.com,Other,2024-09-10,True,4559.61,Silver,Morph Next-Generation Paradigms,Emergency Relief,2025-04-08,Megan Richardson,2025-04-13,93930,2021-12,2021,3.770158628766102,0
DON00964,D0981,CAMP016,2020-09-18,4165.45,Cash,Refunded,Shannon,Mullins,nrocha@yahoo.com,Female,2025-02-14,True,8294.27,Gold,Architect Proactive E-Commerce,Athletics,2024-12-25,Rhonda Foster,2025-03-12,176530,2020-09,2020,2.359627258822863,0
DON00965,D0010,CAMP020,2021-11-08,3949.23,Credit Card,Failed,Albert,Dixon,erinmoore@yahoo.com,Female,2025-04-28,False,6828.2,Gold,Benchmark Clicks-And-Mortar Technologies,Scholarships,2024-04-27,Brian Nelson,2024-10-04,214712,2021-11,2021,1.8393149893811245,0
DON00966,D0789,CAMP017,2024-08-30,3824.62,Credit Card,Refunded,Joshua,Greene,tcase@gmail.com,Female,2022-09-15,False,304.18,Bronze,Matrix Efficient Niches,Emergency Relief,2024-09-15,Nicholas Cochran,2024-12-22,86721,2024-08,2024,4.4102581842921555,0
DON00967,D0313,CAMP016,2021-09-08,3353.65,Online,Refunded,Nicholas,Leon,pleblanc@acevedo-delacruz.com,Female,2024-06-08,False,2895.55,Silver,Architect Proactive E-Commerce,Athletics,2024-12-25,Rhonda Foster,2025-03-12,176530,2021-09,2021,1.8997620800996997,0
DON00968,D0350,CAMP001,2022-10-07,4916.82,Credit Card,Failed,Richard,Smith,yturner@fletcher.com,Female,2021-09-21,True,5642.4,Gold,Integrate Synergistic Relationships,Athletics,2023-08-16,Daniel Wilson,2024-07-22,217610,2022-10,2022,2.25946417903589,0
DON00969,D0983,CAMP007,2021-07-22,2483.69,Online,Refunded,Natalie,Johnson,kimmelissa@castillo-taylor.net,Male,2024-10-18,True,9386.55,Gold,Generate Intuitive Schemas,Athletics,2024-01-17,Jessica Davis,2025-03-08,60022,2021-07,2021,4.137966079104329,0
DON00970,D0540,CAMP020,2024-10-16,3393.78,Online,Failed,Daniel,Wade,bridgetdavis@lawrence-torres.net,Female,2024-06-13,True,308.27,Bronze,Benchmark Clicks-And-Mortar Technologies,Scholarships,2024-04-27,Brian Nelson,2024-10-04,214712,2024-10,2024,1.5806196207012184,0
DON00971,D0793,CAMP007,2020-09-22,4265.15,Online,Refunded,Manuel,Cox,kathy12@holloway.com,Male,2021-05-05,True,5555.67,Gold,Generate Intuitive Schemas,Athletics,2024-01-17,Jessica Davis,2025-03-08,60022,2020-09,2020,7.105977808137016,0
DON00972,D0454,CAMP005,2023-08-30,817.92,Cash,Refunded,Amy,Meyers,djohnson@richardson.com,Male,2023-03-02,False,1871.96,Silver,Morph Turn-Key Channels,Emergency Relief,2021-02-23,Carol Snyder,2021-11-07,189582,2023-08,2023,0.4314333639269551,0
DON00973,D0662,CAMP004,2021-01-30,1447.73,Credit Card,Refunded,Brandy,Ingram,garciaaustin@hotmail.com,Female,2022-03-02,True,4354.92,Silver,Drive Out-Of-The-Box Networks,Scholarships,2022-05-30,David James,2022-12-05,246176,2021-01,2021,0.5880873846353828,0
DON00974,D0610,CAMP018,2020-09-17,4571.35,Cash,Failed,Jennifer,Waller,dylan04@gmail.com,Other,2023-05-04,False,7139.99,Gold,Empower World-Class Communities,Alumni Giving,2025-01-23,Christopher Henderson,2025-01-28,27291,2020-09,2020,16.750393902751824,0
DON00975,D0080,CAMP005,2024-04-24,2138.84,Credit Card,Completed,Cynthia,Wilson,pclayton@brown.biz,Female,2021-05-30,False,230.12,Bronze,Morph Turn-Key Channels,Emergency Relief,2021-02-23,Carol Snyder,2021-11-07,189582,2024-04,2024,1.128187275163254,1
DON00976,D0613,CAMP015,2020-10-30,3053.51,Credit Card,Failed,Darren,Martin,adrian80@palmer.com,Male,2023-03-16,False,1250.02,Silver,Envisioneer Enterprise Mindshare,Scholarships,2020-07-14,Brandon Sims,2021-10-24,169108,2020-10,2020,1.8056567400714338,0
DON00977,D0238,CAMP012,2023-08-05,4448.64,Online,Refunded,Michael,Rivera,dominiquewalter@knox.com,Female,2022-01-22,True,7627.17,Gold,Visualize Revolutionary Bandwidth,Emergency Relief,2020-07-07,Christine Li,2023-06-28,44114,2023-08,2023,10.084417645192003,0
DON00978,D0080,CAMP014,2022-06-04,1426.92,Cash,Refunded,Cynthia,Wilson,pclayton@brown.biz,Female,2021-05-30,False,230.12,Bronze,Monetize Real-Time Convergence,Emergency Relief,2023-06-26,Angela Tate,2024-01-25,91535,2022-06,2022,1.5588791172775442,0
DON00979,D0344,CAMP002,2022-04-16,3359.88,Cash,Failed,Haley,Perez,julie43@yahoo.com,Other,2020-11-13,True,9492.45,Gold,Generate Clicks-And-Mortar Eyeballs,Emergency Relief,2020-11-22,Christopher Murphy,2021-01-02,197004,2022-04,2022,1.7054882134372906,0
DON00980,D0300,CAMP007,2022-04-09,3104.41,Cash,Refunded,Kara,Andrade,monica58@gomez.org,Other,2022-07-21,False,554.1,Bronze,Generate Intuitive Schemas,Athletics,2024-01-17,Jessica Davis,2025-03-08,60022,2022-04,2022,5.172120222585052,0
DON00981,D0505,CAMP014,2023-04-07,2663.89,Check,Failed,David,Singleton,vdavidson@gmail.com,Female,2023-05-17,True,6030.78,Gold,Monetize Real-Time Convergence,Emergency Relief,2023-06-26,Angela Tate,2024-01-25,91535,2023-04,2023,2.910241983940569,0
DON00982,D0062,CAMP018,2020-07-27,4998.19,Credit Card,Completed,Lindsey,Weber,wlopez@reed-johnson.com,Female,2021-11-04,False,2358.86,Silver,Empower World-Class Communities,Alumni Giving,2025-01-23,Christopher Henderson,2025-01-28,27291,2020-07,2020,18.31442600124583,1
DON00983,D0361,CAMP013,2020-07-23,3891.66,Online,Completed,Alexandra,Patterson,kellygarza@gmail.com,Female,2021-03-28,True,5268.44,Gold,Seize Ubiquitous Communities,Emergency Relief,2020-09-28,Kyle Hansen,2023-01-09,144459,2020-07,2020,2.693954686104708,1
DON00984,D0916,CAMP025,2020-10-08,3136.31,Online,Refunded,Carol,Berry,bellrandall@allen.com,Male,2022-11-02,True,6891.19,Gold,Drive Open-Source Architectures,Alumni Giving,2022-07-22,Andrea Smith,2023-08-14,220949,2020-10,2020,1.4194723669263043,0
DON00985,D0454,CAMP020,2020-11-07,4764.13,Check,Completed,Amy,Meyers,djohnson@richardson.com,Male,2023-03-02,False,1871.96,Silver,Benchmark Clicks-And-Mortar Technologies,Scholarships,2024-04-27,Brian Nelson,2024-10-04,214712,2020-11,2020,2.2188466410820076,1
DON00986,D0973,CAMP023,2025-03-03,1622.68,Check,Failed,Adam,Johnson,cassandra55@gmail.com,Female,2024-01-02,False,43.11,Bronze,Aggregate Real-Time Markets,Alumni Giving,2021-09-10,Alyssa Stone,2023-12-27,41995,2025-03,2025,3.8639838075961426,0
DON00987,D0511,CAMP024,2025-03-19,1389.4,Online,Refunded,Eric,Fowler,bhamilton@cobb-hall.net,Other,2020-12-16,True,2347.91,Silver,Morph Next-Generation Paradigms,Emergency Relief,2025-04-08,Megan Richardson,2025-04-13,93930,2025-03,2025,1.4791866283402535,0
DON00988,D0204,CAMP013,2023-04-27,1666.55,Credit Card,Refunded,Susan,Ruiz,hryan@hayes-dunn.com,Female,2021-01-30,False,9573.68,Gold,Seize Ubiquitous Communities,Emergency Relief,2020-09-28,Kyle Hansen,2023-01-09,144459,2023-04,2023,1.1536491322797473,0
DON00989,D0033,CAMP017,2024-08-26,1420.24,Cash,Failed,Rebekah,Clark,josephcook@cisneros-martin.com,Female,2022-10-22,False,2932.71,Silver,Matrix Efficient Niches,Emergency Relief,2024-09-15,Nicholas Cochran,2024-12-22,86721,2024-08,2024,1.637711742253895,0
DON00990,D0621,CAMP008,2023-05-18,2277.67,Cash,Completed,Debra,Brown,kennethconner@yahoo.com,Female,2020-11-24,True,7905.92,Gold,Deliver Robust Vortals,Athletics,2021-03-18,Ms. Carly Smith,2021-08-30,215102,2023-05,2023,1.0588790434305586,1
DON00991,D0066,CAMP020,2023-07-11,3304.97,Cash,Failed,Scott,Villegas,tuckerlauren@yahoo.com,Female,2024-06-11,False,4964.74,Silver,Benchmark Clicks-And-Mortar Technologies,Scholarships,2024-04-27,Brian Nelson,2024-10-04,214712,2023-07,2023,1.539257237601997,0
DON00992,D0962,CAMP002,2023-09-01,2909.6,Online,Refunded,Leslie,Lam,josephnorman@fitzgerald.com,Male,2021-01-29,False,4206.45,Silver,Generate Clicks-And-Mortar Eyeballs,Emergency Relief,2020-11-22,Christopher Murphy,2021-01-02,197004,2023-09,2023,1.476924326409616,0
DON00993,D0243,CAMP009,2023-07-25,3616.88,Credit Card,Refunded,Suzanne,Wagner,kparker@hotmail.com,Male,2025-02-07,True,7995.81,Gold,Whiteboard Holistic Users,Emergency Relief,2023-04-30,Jeremy Lee,2024-07-24,58464,2023-07,2023,6.186507936507937,0
DON00994,D0945,CAMP013,2025-01-31,1574.53,Check,Completed,Kayla,Bond,gregory01@gmail.com,Male,2025-03-05,True,9065.66,Gold,Seize Ubiquitous Communities,Emergency Relief,2020-09-28,Kyle Hansen,2023-01-09,144459,2025-01,2025,1.0899493974068766,1
DON00995,D0133,CAMP018,2020-06-24,59.37,Online,Failed,Jacob,Finley,doughertyjason@pacheco-frost.com,Female,2023-09-27,True,3594.37,Silver,Empower World-Class Communities,Alumni Giving,2025-01-23,Christopher Henderson,2025-01-28,27291,2020-06,2020,0.21754424535561173,0
DON00996,D0496,CAMP013,2021-09-16,3756.07,Online,Completed,Douglas,Barnett,judygarcia@smith-hernandez.org,Male,2020-08-26,False,9934.94,Gold,Seize Ubiquitous Communities,Emergency Relief,2020-09-28,Kyle Hansen,2023-01-09,144459,2021-09,2021,2.600094144359299,1
DON00997,D0088,CAMP006,2024-06-18,2056.87,Check,Refunded,Alexander,Long,hopkinsmatthew@williams.org,Other,2024-08-08,False,4748.15,Silver,Utilize Vertical E-Tailers,Athletics,2024-01-01,John Mclaughlin,2025-01-13,43725,2024-06,2024,4.704105202973127,0
DON00998,D0298,CAMP025,2021-09-23,3307.13,Online,Completed,Christine,Lopez,jennifer16@yahoo.com,Other,2021-02-16,False,8771.98,Gold,Drive Open-Source Architectures,Alumni Giving,2022-07-22,Andrea Smith,2023-08-14,220949,2021-09,2021,1.4967843257946403,1
DON00999,D0556,CAMP018,2025-04-15,3175.63,Credit Card,Failed,Steven,Short,julia77@yahoo.com,Male,2021-02-20,True,6502.27,Gold,Empower World-Class Communities,Alumni Giving,2025-01-23,Christopher Henderson,2025-01-28,27291,2025-04,2025,11.636180425781394,0
DON01000,D0874,CAMP019,2023-05-01,2645.88,Check,Failed,Ashley,Brewer,moranjennifer@yahoo.com,Female,2023-01-30,True,1033.03,Silver,Incentivize B2C Relationships,Alumni Giving,2022-05-23,Linda Hicks,2022-06-12,67273,2023-05,2023,3.9330489200719456,0
DON01001,D0524,CAMP009,2022-11-05,531.38,Cash,Failed,Rodney,Sparks,jesse64@jimenez.biz,Other,2022-05-27,False,4716.59,Silver,Whiteboard Holistic Users,Emergency Relief,2023-04-30,Jeremy Lee,2024-07-24,58464,2022-11,2022,0.9089012041598248,0
DON01002,D0201,CAMP002,2025-02-11,4326.49,Check,Completed,Donna,Zimmerman,kelly47@hotmail.com,Female,2022-02-22,False,5396.07,Gold,Generate Clicks-And-Mortar Eyeballs,Emergency Relief,2020-11-22,Christopher Murphy,2021-01-02,197004,2025-02,2025,2.1961432255182634,1
DON01003,D0046,CAMP020,2024-02-12,4144.06,Check,Failed,Scott,Jackson,barnesstephen@yahoo.com,Female,2020-07-24,False,2016.03,Silver,Benchmark Clicks-And-Mortar Technologies,Scholarships,2024-04-27,Brian Nelson,2024-10-04,214712,2024-02,2024,1.930055143634264,0
DON01004,D0310,CAMP001,2024-03-01,93.78,Online,Failed,Steven,Salas,westtanya@williams-brown.net,Other,2022-06-01,True,4909.25,Silver,Integrate Synergistic Relationships,Athletics,2023-08-16,Daniel Wilson,2024-07-22,217610,2024-03,2024,0.04309544598134277,0
DON01005,D0341,CAMP005,2024-01-14,1874.67,Online,Completed,Rebecca,Clark,eric20@yahoo.com,Female,2023-01-03,True,4480.24,Silver,Morph Turn-Key Channels,Emergency Relief,2021-02-23,Carol Snyder,2021-11-07,189582,2024-01,2024,0.9888438775833149,1
DON01006,D0839,CAMP006,2021-08-20,2803.24,Cash,Refunded,Paige,Stephens,jparrish@campbell.com,Other,2025-04-18,True,6144.24,Gold,Utilize Vertical E-Tailers,Athletics,2024-01-01,John Mclaughlin,2025-01-13,43725,2021-08,2021,6.411069182389936,0
DON01007,D0448,CAMP017,2020-05-30,3480.54,Online,Failed,Benjamin,Flores,smorrison@yahoo.com,Other,2025-01-26,False,7522.01,Gold,Matrix Efficient Niches,Emergency Relief,2024-09-15,Nicholas Cochran,2024-12-22,86721,2020-05,2020,4.013491541841076,0
DON01008,D0838,CAMP011,2021-09-25,2087.51,Cash,Failed,Shirley,Taylor,ecollins@saunders.net,Male,2023-02-21,True,7951.49,Gold,Incentivize Efficient Action-Items,Athletics,2021-08-15,Jessica Gonzales,2025-04-06,125565,2021-09,2021,1.6624935292478,0
DON01009,D0519,CAMP005,2024-04-12,3950.5,Credit Card,Refunded,Sarah,Everett,yserrano@hotmail.com,Other,2023-09-28,True,7858.81,Gold,Morph Turn-Key Channels,Emergency Relief,2021-02-23,Carol Snyder,2021-11-07,189582,2024-04,2024,2.0837948750408795,0
DON01010,D0131,CAMP018,2020-08-21,1006.07,Online,Refunded,Jamie,Shaw,michelle00@gmail.com,Male,2024-10-20,True,7292.14,Gold,Empower World-Class Communities,Alumni Giving,2025-01-23,Christopher Henderson,2025-01-28,27291,2020-08,2020,3.686453409548936,0
DON01011,D0396,CAMP013,2021-01-25,2063.33,Online,Failed,Hector,Williams,daniel31@anderson-vazquez.org,Other,2024-05-18,True,1918.84,Silver,Seize Ubiquitous Communities,Emergency Relief,2020-09-28,Kyle Hansen,2023-01-09,144459,2021-01,2021,1.4283153005351,0
DON01012,D0185,CAMP008,2022-07-20,2763.79,Online,Failed,Willie,Matthews,seantaylor@patrick.com,Other,2022-04-01,True,7731.54,Gold,Deliver Robust Vortals,Athletics,2021-03-18,Ms. Carly Smith,2021-08-30,215102,2022-07,2022,1.2848741527275431,0
DON01013,D0963,CAMP019,2023-02-12,194.04,Online,Failed,Travis,Smith,samantha34@white.com,Male,2023-12-31,True,2400.76,Silver,Incentivize B2C Relationships,Alumni Giving,2022-05-23,Linda Hicks,2022-06-12,67273,2023-02,2023,0.28843666849999255,0
DON01014,D0458,CAMP022,2024-10-26,238.16,Check,Refunded,Tony,Fisher,sandra28@edwards.com,Other,2023-08-19,True,8783.6,Gold,Implement End-To-End Convergence,Emergency Relief,2022-03-16,Christopher Cantu,2022-10-01,171494,2024-10,2024,0.13887366321853825,0
DON01015,D0602,CAMP003,2023-11-03,2638.23,Credit Card,Completed,Holly,Boone,smithmorgan@soto.com,Other,2021-09-15,True,2812.41,Silver,Target Magnetic Metrics,Emergency Relief,2020-08-09,Thomas Hill,2022-10-31,47449,2023-11,2023,5.560138253703977,1
DON01016,D0403,CAMP009,2021-09-10,3972.83,Cash,Completed,Preston,Castillo,mary08@hotmail.com,Male,2024-02-16,False,8791.38,Gold,Whiteboard Holistic Users,Emergency Relief,2023-04-30,Jeremy Lee,2024-07-24,58464,2021-09,2021,6.795344143404488,1
DON01017,D0091,CAMP025,2023-10-19,2260.61,Credit Card,Refunded,Holly,Barnes,jenniferjohnson@hotmail.com,Male,2022-04-14,True,7069.1,Gold,Drive Open-Source Architectures,Alumni Giving,2022-07-22,Andrea Smith,2023-08-14,220949,2023-10,2023,1.0231365609258245,0
DON01018,D0347,CAMP008,2023-04-18,4689.31,Credit Card,Completed,Daniel,Jimenez,jacquelinebuchanan@gmail.com,Male,2021-10-22,False,8325.92,Gold,Deliver Robust Vortals,Athletics,2021-03-18,Ms. Carly Smith,2021-08-30,215102,2023-04,2023,2.180040166990544,1
DON01019,D0321,CAMP018,2024-01-22,937.43,Credit Card,Failed,Lisa,Hall,brownvictoria@yahoo.com,Other,2020-08-18,False,7022.44,Gold,Empower World-Class Communities,Alumni Giving,2025-01-23,Christopher Henderson,2025-01-28,27291,2024-01,2024,3.434941922245429,0
DON01020,D0577,CAMP020,2020-12-25,3768.28,Check,Refunded,Ashley,Robertson,charles67@carlson-delgado.net,Female,2023-05-26,True,3682.8,Silver,Benchmark Clicks-And-Mortar Technologies,Scholarships,2024-04-27,Brian Nelson,2024-10-04,214712,2020-12,2020,1.755039308469019,0
DON01021,D0034,CAMP016,2020-07-22,1944.8,Credit Card,Refunded,Crystal,Oliver,timothyrios@gmail.com,Female,2024-02-10,False,3428.95,Silver,Architect Proactive E-Commerce,Athletics,2024-12-25,Rhonda Foster,2025-03-12,176530,2020-07,2020,1.1016824335806945,0
DON01022,D0073,CAMP005,2021-03-20,1968.49,Check,Refunded,Micheal,Leon,nmartinez@grant.org,Male,2020-12-14,True,8618.14,Gold,Morph Turn-Key Channels,Emergency Relief,2021-02-23,Carol Snyder,2021-11-07,189582,2021-03,2021,1.0383316981569979,0
DON01023,D0270,CAMP003,2023-10-11,4988.18,Cash,Completed,Andrew,Robinson,xgonzalez@bell.info,Other,2021-06-27,True,3344.85,Silver,Target Magnetic Metrics,Emergency Relief,2020-08-09,Thomas Hill,2022-10-31,47449,2023-10,2023,10.51271891926068,1
DON01024,D0379,CAMP015,2022-12-28,1496.81,Credit Card,Refunded,Thomas,Jones,ubond@nash.org,Other,2021-05-05,True,9964.89,Gold,Envisioneer Enterprise Mindshare,Scholarships,2020-07-14,Brandon Sims,2021-10-24,169108,2022-12,2022,0.8851207512358966,0
DON01025,D0329,CAMP021,2023-11-28,4926.65,Check,Completed,Kimberly,Mercer,tlandry@hotmail.com,Male,2020-11-16,True,9147.74,Gold,Extend Innovative Applications,Emergency Relief,2021-01-31,Natalie Dougherty,2021-07-09,247090,2023-11,2023,1.993868630863248,1
DON01026,D0019,CAMP024,2024-09-19,2497.26,Online,Completed,William,Gonzalez,william92@howard-stokes.com,Other,2021-05-10,False,2461.19,Silver,Morph Next-Generation Paradigms,Emergency Relief,2025-04-08,Megan Richardson,2025-04-13,93930,2024-09,2024,2.65863941232833,1
DON01027,D0878,CAMP012,2025-03-04,4026.62,Credit Card,Completed,Kathy,Evans,lindsayanderson@gmail.com,Female,2023-05-28,True,2970.6,Silver,Visualize Revolutionary Bandwidth,Emergency Relief,2020-07-07,Christine Li,2023-06-28,44114,2025-03,2025,9.127759894817972,1
DON01028,D0998,CAMP006,2023-11-23,4779.23,Credit Card,Completed,Haley,Williams,sabrina42@hotmail.com,Male,2023-05-21,True,1594.05,Silver,Utilize Vertical E-Tailers,Athletics,2024-01-01,John Mclaughlin,2025-01-13,43725,2023-11,2023,10.930200114351058,1
